##;ENG;FRA;ITA;SPA;GER;POL;POR;RUS;;;X
AREA_ANGOLAN_PLAINS;앙골라 평원 ;;;;;;;;;;X
AREA_ANHUI;안후이 ;;;;;;;;;;X
AREA_ANTILLES;앤틸리스 제도 ;;;;;;;;;;X
AREA_APPENNINE_RIDGE;아페닌 산맥 ;;;;;;;;;;X
AREA_AQUITAINE;아키텐 ;;;;;;;;;;X
AREA_ARABIAN_DESERT;아라비아 사막 ;;;;;;;;;;X
AREA_ARIZONA;애리조나 ;;;;;;;;;;X
AREA_ARKANSAS;아칸소 ;;;;;;;;;;X
AREA_ARKHANGELSK;아르한겔스크 ;;;;;;;;;;X
AREA_ARMENIA_AZERBAIJAN;아르메니아-아제르바이잔 ;;;;;;;;;;X
AREA_ASTRAKHAN;아스트라한 ;;;;;;;;;;X
AREA_ASUNCION;아순시온 ;;;;;;;;;;X
AREA_ATTICA;아티카 ;;;;;;;;;;X
AREA_AUSTRIA;오스트리아 ;;;;;;;;;;X
AREA_BABO;바부 ;;;;;;;;;;X
AREA_BADEN_WURTTEMBERG;바덴-뷔르템베르크 ;;;;;;;;;;X
AREA_BAHAMAS_ISLANDS;바하마 제도 ;;;;;;;;;;X
AREA_BALEARES;발레아레스 제도 ;;;;;;;;;;X
AREA_BAVARIA;바이에른 ;;;;;;;;;;X
AREA_BECHUANALAND;베추아날란드 ;;;;;;;;;;X
AREA_BELGOROD;벨고로트 ;;;;;;;;;;X
AREA_BENGAL;서 벵골 ;;;;;;;;;;X
AREA_BENGAZI;벵가지 ;;;;;;;;;;X
AREA_BERMUDA;버뮤다 ;;;;;;;;;;X
AREA_BESSARABIA;베사라비아 ;;;;;;;;;;X
AREA_BOHEMIA;보헤미아 ;;;;;;;;;;X
AREA_BOMBAY;뭄바이 ;;;;;;;;;;X
AREA_BONIN;보닌 제도 ;;;;;;;;;;X
AREA_BOSNIA;보스니아 ;;;;;;;;;;X
AREA_BOSPORUS;보스포러스 ;;;;;;;;;;X
AREA_BOUGAINVILLE;북 솔로몬 제도 ;;;;;;;;;;X
AREA_BOURGOGNE_CHAMPAGNE;부르고뉴-샹파뉴 ;;;;;;;;;;X
AREA_BRANDENBURG;브란덴부르크 ;;;;;;;;;;X
AREA_BRASILIA;브라질리아 ;;;;;;;;;;X
AREA_BREST_LITOVSK;브레스트-리토프스크 ;;;;;;;;;;X
AREA_BRISBANE;브리즈번 ;;;;;;;;;;X
AREA_BRITISH_COLUMBIA;브리티시컬럼비아 ;;;;;;;;;;X
AREA_BRITTANY;브르타뉴 ;;;;;;;;;;X
AREA_BULGARIA;불가리아 ;;;;;;;;;;X
AREA_BURMA;남 버마 ;;;;;;;;;;X
AREA_CAIRNS;케언스 ;;;;;;;;;;X
AREA_CALIFORNIA;캘리포니아 ;;;;;;;;;;X
AREA_CAMEROONIAN_JUNGLE;카메룬 밀림 ;;;;;;;;;;X
AREA_CANARIAS;카나리아 제도 ;;;;;;;;;;X
AREA_CANTABRIC_CHAIN;칸타브리카 산맥 ;;;;;;;;;;X
AREA_CAP_VERDE_ISLANDS;카보 베르데 제도 ;;;;;;;;;;X
AREA_CAPE;케이프 ;;;;;;;;;;X
AREA_CARACAS;카라카스 ;;;;;;;;;;X
AREA_CAROLINESE;캐롤라인 제도 ;;;;;;;;;;X
AREA_CATALONIA;카탈로니아 ;;;;;;;;;;X
AREA_CELEBES;셀레베스 ;;;;;;;;;;X
AREA_CENTRAL_AFRICA_DESERT;중앙 아프리카 사막 ;;;;;;;;;;X
AREA_CENTRAL_AFRICA_PLAINS;중양 아프리카 평원 ;;;;;;;;;;X
AREA_CENTRAL_FINLAND;중앙 핀란드 ;;;;;;;;;;X
AREA_CENTRAL_ITALY;중앙 이탈리아 ;;;;;;;;;;X
AREA_CENTRAL_NORWAY;중앙 노르웨이 ;;;;;;;;;;X
AREA_CENTRAL_RAINFORESTS;중미 열대 우림 ;;;;;;;;;;X
AREA_CENTRAL_SERBIA;중앙 세르비아 ;;;;;;;;;;X
AREA_CENTRAL_SOLOMONS;중앙 솔로몬 제도 ;;;;;;;;;;X
AREA_CENTRAL_SPAIN;중앙 에스파냐 ;;;;;;;;;;X
AREA_CENTRAL_TURKEY;중앙 터키 ;;;;;;;;;;X
AREA_CEYLON;실론 ;;;;;;;;;;X
AREA_CHAHAR;차하르 ;;;;;;;;;;X
AREA_CHIHUAHUA;치와와 ;;;;;;;;;;X
AREA_CHILE;칠레 ;;;;;;;;;;X
AREA_CHILEAN_ARCHIPELAGO;칠레 군도 ;;;;;;;;;;X
AREA_COLORADO;콜로라도 ;;;;;;;;;;X
AREA_CONNECTICUT_RHODE_ISLAND;코네티컷-로드 아일랜드 ;;;;;;;;;;X
AREA_CONTINENTAL_SPAIN;에스파냐 내륙 ;;;;;;;;;;X
AREA_COSTA_DEL_SOL;태양의 해안 ;;;;;;;;;;X
AREA_CROATIA;크로아티아 ;;;;;;;;;;X
AREA_CUBA;쿠바 ;;;;;;;;;;X
AREA_DANAKIL_PLATEAU;다나킬 평원 ;;;;;;;;;;X
AREA_DARWIN;다윈 ;;;;;;;;;;X
AREA_DECCAR;데칸 고원 ;;;;;;;;;;X
AREA_DELHI;델리 ;;;;;;;;;;X
AREA_DELTA;나일강 삼각주 ;;;;;;;;;;X
AREA_DENMARK;덴마크 ;;;;;;;;;;X
AREA_DIEGO_GARCIA_ISLAND;디에고 가르시아 섬 ;;;;;;;;;;X
AREA_DNEPROPRETOVSK;자포로제 ;;;;;;;;;;X
AREA_EAST_ANDALUCIA;동 안달루시아 ;;;;;;;;;;X
AREA_EAST_ATLAS;동 아틀라스 ;;;;;;;;;;X
AREA_EAST_BENGAL;동 벵골 ;;;;;;;;;;X
AREA_EAST_ENGLAND;동 잉글랜드 ;;;;;;;;;;X
AREA_EAST_JAVA;동 자바 ;;;;;;;;;;X
AREA_EAST_PERSIA;동 페르시아 ;;;;;;;;;;X
AREA_EAST_PRUSSIA;동 프로이센 ;;;;;;;;;;X
AREA_EAST_SERBIA;동 세르비아 ;;;;;;;;;;X
AREA_EASTERN_ANATOLIA;동부 아나톨리아 ;;;;;;;;;;X
AREA_EASTERN_GHAT;동부 가트 ;;;;;;;;;;X
AREA_EASTERN_HUNGARY;동부 헝가리 ;;;;;;;;;;X
AREA_EGYPTIAN_COAST;이집트 해안 ;;;;;;;;;;X
AREA_EIRE;에이레 ;;;;;;;;;;X
AREA_EL_ALAMEIN;엘 알라메인 ;;;;;;;;;;X
AREA_EL_RIF;엘 리프 ;;;;;;;;;;X
AREA_ENGELS;엥겔스 ;;;;;;;;;;X
AREA_ESPIRTU_SANTO;에스피리투 산토 ;;;;;;;;;;X
AREA_ESTONIA;에스토니아 ;;;;;;;;;;X
AREA_ETHIOPIAN_HIGHLAND;에티오피아 고원 ;;;;;;;;;;X
AREA_FIJI;피지 ;;;;;;;;;;X
AREA_FLANDERS;플랑드르 ;;;;;;;;;;X
AREA_FLORES_TIMOR;플로레스-티모르 ;;;;;;;;;;X
AREA_FLORIDA;플로리다 ;;;;;;;;;;X
AREA_FUJIAN;푸젠 ;;;;;;;;;;X
AREA_GABES;가베스 ;;;;;;;;;;X
AREA_GANSU;간쑤 ;;;;;;;;;;X
AREA_GEORGIA;조지아 ;;;;;;;;;;X
AREA_GEORGIEN;그루지야 ;;;;;;;;;;X
AREA_GOETALAND;예탈란드 ;;;;;;;;;;X
AREA_GOLD_COAST;황금해안 ;;;;;;;;;;X
AREA_GREEK_ISLAND;그리스의 섬 ;;;;;;;;;;X
AREA_GREENLAND;그린란드 ;;;;;;;;;;X
AREA_GRODNO;그로드노 ;;;;;;;;;;X
AREA_GROZNYI;그로즈니 ;;;;;;;;;;X
AREA_GUADALCANAL;남 솔로몬 제도 ;;;;;;;;;;X
AREA_GUANGDONG;광둥 ;;;;;;;;;;X
AREA_GUANGXI;광시 ;;;;;;;;;;X
AREA_GUAYANA;가이아나 ;;;;;;;;;;X
AREA_GUINEAN_COAST;기니 해안 ;;;;;;;;;;X
AREA_GUIZHOU;구이저우 ;;;;;;;;;;X
AREA_GULF_OF_LYON;리옹 만 ;;;;;;;;;;X
AREA_HANNOVER_MAGDEBURG;하노버 ;;;;;;;;;;X
AREA_HAWAII;하와이 ;;;;;;;;;;X
AREA_HEBEI;허베이 ;;;;;;;;;;X
AREA_HEDJAZ;헤자즈 ;;;;;;;;;;X
AREA_HEILONGJIANG;헤이룽장 ;;;;;;;;;;X
AREA_HENAN;허난 ;;;;;;;;;;X
AREA_HESSEN;헤센 ;;;;;;;;;;X
AREA_HIMALAYAS;히말라야 ;;;;;;;;;;X
AREA_HISPANIOLA;히스파니올라 ;;;;;;;;;;X
AREA_HOKKAIDO;홋카이도 ;;;;;;;;;;X
AREA_HOLSTEIN_MECKLEMBURG;홀슈타인-메클렌부르크 ;;;;;;;;;;X
AREA_HONSHU;혼슈 ;;;;;;;;;;X
AREA_HUBEI;후베이 ;;;;;;;;;;X
AREA_HUNAN;후난 ;;;;;;;;;;X
AREA_ICELAND;아이슬란드 ;;;;;;;;;;X
AREA_IDAHO;아이다호 ;;;;;;;;;;X
AREA_ILLINOIS;일리노이 ;;;;;;;;;;X
AREA_INDIANA;인디애나 ;;;;;;;;;;X
AREA_INDOCHINE;인도차이나 ;;;;;;;;;;X
AREA_INTERIOR_ALGERIA;알제리 내륙 ;;;;;;;;;;X
AREA_INTERIOR_LIBYA;리비아 내륙 ;;;;;;;;;;X
AREA_IOWA;아이오와 ;;;;;;;;;;X
AREA_IQUITOS;이키토스 ;;;;;;;;;;X
AREA_IRAQ;이라크 ;;;;;;;;;;X
AREA_IRKUTSK;이르쿠츠크 ;;;;;;;;;;X
AREA_IVORY_COAST;상아 해안 ;;;;;;;;;;X
AREA_JIANGSU;장쑤 ;;;;;;;;;;X
AREA_JIANGXI;장시 ;;;;;;;;;;X
AREA_JILIN;지린 ;;;;;;;;;;X
AREA_JOHNSON_ISLAND;존슨 섬 ;;;;;;;;;;X
AREA_KAMCHATKA;캄차카 반도 ;;;;;;;;;;X
AREA_KANSAS;캔자스 ;;;;;;;;;;X
AREA_KARELIA;카렐리야 ;;;;;;;;;;X
AREA_KASSARINE;카세린 ;;;;;;;;;;X
AREA_KAZAKSTAN;카자흐스탄 ;;;;;;;;;;X
AREA_KAZAN;카잔 ;;;;;;;;;;X
AREA_KENTUCKY;켄터키 ;;;;;;;;;;X
AREA_KENYA;케냐 ;;;;;;;;;;X
AREA_KHABAROVSK;하바로프스크 ;;;;;;;;;;X
AREA_KHARKOV;하리코프 ;;;;;;;;;;X
AREA_KIEV;키예프 ;;;;;;;;;;X
AREA_KIRGIZ_STEPPE;키르기즈 스텝 ;;;;;;;;;;X
AREA_KIRGIZISTAN;키르키지스탄 ;;;;;;;;;;X
AREA_KIROV;식팁카르 ;;;;;;;;;;X
AREA_KOLA;콜라 ;;;;;;;;;;X
AREA_KONGOLESE_JUNGLE;콩고 밀림 ;;;;;;;;;;X
AREA_KOSTROMA;티흐빈 ;;;;;;;;;;X
AREA_KRA_PENINSULA;크라 반도 ;;;;;;;;;;X
AREA_KRAKOW;크라쿠프 ;;;;;;;;;;X
AREA_KRASNODAR;크라스노다르 ;;;;;;;;;;X
AREA_KRIM;크림 반도 ;;;;;;;;;;X
AREA_KURDUFAN;쿠르두판 ;;;;;;;;;;X
AREA_KURSK;쿠르스크 ;;;;;;;;;;X
AREA_KUYBYSHEV;큐비셰프 ;;;;;;;;;;X
AREA_KYUSHU_SHIKOKU;규슈-시코쿠 ;;;;;;;;;;X
AREA_LA_PAZ;라 파스 ;;;;;;;;;;X
AREA_LA_PLATA;라 플라타 ;;;;;;;;;;X
AREA_LAE;북동 뉴기니 ;;;;;;;;;;X
AREA_LAKE;호수 ;;;;;;;;;;X
AREA_LAKES;호수군 ;;;;;;;;;;X
AREA_LAPLAND;라플란드 ;;;;;;;;;;X
AREA_LATVIA;라트비아 ;;;;;;;;;;X
AREA_LEBANON_SYRIA;레바논-시리아 ;;;;;;;;;;X
AREA_LENINGRAD;페트로그라드 ;;;;;;;;;;X
AREA_LEVANT;레반트 ;;;;;;;;;;X
AREA_LEYTE_ISLAND_GROUP;동부 필리핀 ;;;;;;;;;;X
AREA_LIAONING;랴오닝 ;;;;;;;;;;X
AREA_LIGURIAN_ISLANDS;리구리아 제도 ;;;;;;;;;;X
AREA_LIMA;리마 ;;;;;;;;;;X
AREA_LIMOUSIN_AUVERGNE;리무쟁-오베르뉴 ;;;;;;;;;;X
AREA_LITHUANIA;리투아니아 ;;;;;;;;;;X
AREA_LOIRE;루아르 ;;;;;;;;;;X
AREA_LORRAINE_ALSACE;알자스-로렌 ;;;;;;;;;;X
AREA_LOUISIANA;루이지애나 ;;;;;;;;;;X
AREA_LOWER_ARGENTINE;남 아르헨티나 ;;;;;;;;;;X
AREA_LOWER_CALIFORNIA;남 캘리포니아 ;;;;;;;;;;X
AREA_LUZON;루손 섬 ;;;;;;;;;;X
AREA_LVOV;리보프 ;;;;;;;;;;X
AREA_MADAGASCAR;마다가스카르 ;;;;;;;;;;X
AREA_MAGADAN;마가단 ;;;;;;;;;;X
AREA_MAGDALENA;마그달레나 ;;;;;;;;;;X
AREA_MAGHREB_COAST;마그레브 해안 ;;;;;;;;;;X
AREA_MAINE;메인 ;;;;;;;;;;X
AREA_MALACKA;말라카 ;;;;;;;;;;X
AREA_MALIAN_DESERT;말리 사막 ;;;;;;;;;;X
AREA_MALIAN_VALLEYS;말리 계곡 ;;;;;;;;;;X
AREA_MANAUS;마나우스 ;;;;;;;;;;X
AREA_MANITOBA;매니토바 ;;;;;;;;;;X
AREA_MARACAIBO;마라카이보 ;;;;;;;;;;X
AREA_MARCUS_WAKE;마커스-웨이크 ;;;;;;;;;;X
AREA_MARSHALLS;마셜 제도 ;;;;;;;;;;X
AREA_MARYLAND_DELAWARE;메릴랜드-델라웨어 ;;;;;;;;;;X
AREA_MASSACHUSSETS;메사추세츠 ;;;;;;;;;;X
AREA_MATO_GROSSO;마투 그로수 ;;;;;;;;;;X
AREA_MAURETANIA;마우레타니아 ;;;;;;;;;;X
AREA_MELBOURNE;맬버른 ;;;;;;;;;;X
AREA_MELKOSOPOTJNIK;메코소포니크 ;;;;;;;;;;X
AREA_MEMEL;메멜 ;;;;;;;;;;X
AREA_MEXICO_CITY;멕시코 시티 ;;;;;;;;;;X
AREA_MICHIGAN;미시간 ;;;;;;;;;;X
AREA_MIDWAY;미드웨이 ;;;;;;;;;;X
AREA_MINDANAO;민다나오 ;;;;;;;;;;X
AREA_MINNESOTA;미네소타 ;;;;;;;;;;X
AREA_MINSK;민스크 ;;;;;;;;;;X
AREA_MISSISSIPPI;미시시피 ;;;;;;;;;;X
AREA_MISSOURI;미주리 ;;;;;;;;;;X
AREA_MOCAMBIQUE;모잠비크 ;;;;;;;;;;X
AREA_MOLUCKS;몰루크스 ;;;;;;;;;;X
AREA_MONGOLIA;몽골 ;;;;;;;;;;X
AREA_MONTANA;몬태나 ;;;;;;;;;;X
AREA_MOROCCO;모로코 ;;;;;;;;;;X
AREA_MOSCOW;모스크바 ;;;;;;;;;;X
AREA_MOZIR;모지르 ;;;;;;;;;;X
AREA_NAGPUR;나그푸르 ;;;;;;;;;;X
AREA_NALCHIK;날치 크;;;;;;;;;;X
AREA_NAMBIA;나미비아 ;;;;;;;;;;X
AREA_NAURU;나우루 ;;;;;;;;;;X
AREA_NEBRASKA;네브래스카 ;;;;;;;;;;X
AREA_NEDRE_NORRLAND;노르란드 저지대 ;;;;;;;;;;X
AREA_NETHERLANDS;네덜란드 ;;;;;;;;;;X
AREA_NEVADA;네바다 ;;;;;;;;;;X
AREA_NEW_BRUNSWICK;뉴브런즈윅 ;;;;;;;;;;X
AREA_NEW_FOUNDLAND;뉴펀들랜드 ;;;;;;;;;;X
AREA_NEW_HAMPSHIRE;뉴햄프셔 ;;;;;;;;;;X
AREA_NEW_JERSEY;뉴저지 ;;;;;;;;;;X
AREA_NEW_MEXICO;뉴멕시코 ;;;;;;;;;;X
AREA_NEW_YORK;뉴욕 ;;;;;;;;;;X
AREA_NEW_ZEALAND;뉴질랜드 ;;;;;;;;;;X
AREA_NIASSA;니아사 ;;;;;;;;;;X
AREA_NICARAGUA;니카라과 ;;;;;;;;;;X
AREA_NIGER;니제르 ;;;;;;;;;;X
AREA_NILE_VALLEY;나일 계곡 ;;;;;;;;;;X
AREA_NIZHNIJ_NOVGOROD;고르키 ;;;;;;;;;;X
AREA_NORMANDY;노르망디 ;;;;;;;;;;X
AREA_NORTH_BISMARCK_ARCHIPELAGO;북 비스마르크 제도 ;;;;;;;;;;X
AREA_NORTH_BORNEO;북 보르네오 ;;;;;;;;;;X
AREA_NORTH_BURMA;북 버마 ;;;;;;;;;;X
AREA_NORTH_CAROLINA;노스 캐롤라이나 ;;;;;;;;;;X
AREA_NORTH_DAKOTA;노스 다코타 ;;;;;;;;;;X
AREA_NORTH_ENGLAND;북 잉글랜드 ;;;;;;;;;;X
AREA_NORTH_ETHIOPIA;북 에티오피아 ;;;;;;;;;;X
AREA_NORTH_GILBERTS;길버트 제도 ;;;;;;;;;;X
AREA_NORTH_IRELAND;북아일랜드 ;;;;;;;;;;X
AREA_NORTH_ITALY;북 이탈리아 ;;;;;;;;;;X
AREA_NORTH_KRASNOYARSK;북 크라스노야르스크 ;;;;;;;;;;X
AREA_NORTH_MARIANES;마리아나 제도 ;;;;;;;;;;X
AREA_NORTH_NEW_HEBRIDES;북 뉴헤브리디스 제도 ;;;;;;;;;;X
AREA_NORTH_NIGERIA;북 나이지리아 ;;;;;;;;;;X
AREA_NORTH_PERSIA;북 페르시아 ;;;;;;;;;;X
AREA_NORTH_RHODESIA;북 로디지아 ;;;;;;;;;;X
AREA_NORTH_ROMANIA;북 루마니아 ;;;;;;;;;;X
AREA_NORTH_SCOTLAND;북 스코틀랜드 ;;;;;;;;;;X
AREA_NORTHERN_NORWAY;북부 노르웨이 ;;;;;;;;;;X
AREA_NORTHWEST_TERRITORIES;동부 노스웨스트 준주 ;;;;;;;;;;X
AREA_NOVA_SCOTIA;노바 스코샤 ;;;;;;;;;;X
AREA_NOVGOROD;노브고로트 ;;;;;;;;;;X
AREA_NOVOSIBIRSK;노보시비르스크 ;;;;;;;;;;X
AREA_NUBIAN_DESERT;누비아 사막 ;;;;;;;;;;X
AREA_ODESSA;오데사 ;;;;;;;;;;X
AREA_OESTERBOTTEN;예스터보텐 ;;;;;;;;;;X
AREA_OESTRA_SVEALAND;동 스베알란드 ;;;;;;;;;;X
AREA_OEVRE_NORRLAND;북 노르란드 ;;;;;;;;;;X
AREA_OHIO;오하이오 ;;;;;;;;;;X
AREA_OKLAHOMA;오클라호마 ;;;;;;;;;;X
AREA_OMSK;옴스크 ;;;;;;;;;;X
AREA_ONTARIO;온타리오 ;;;;;;;;;;X
AREA_ORAN;오랑 ;;;;;;;;;;X
AREA_OREGON;오리건 ;;;;;;;;;;X
AREA_ORENBURG;오렌부르크 ;;;;;;;;;;X
AREA_ORISSA;오리사 ;;;;;;;;;;X
AREA_PAKISTAN;파키스탄 ;;;;;;;;;;X
AREA_PALAWAN_MINDORO;서부 필리핀 ;;;;;;;;;;X
AREA_PALESTINE;팔레스타인 ;;;;;;;;;;X
AREA_PANAMAN_RIDGE;파나마 지협 ;;;;;;;;;;X
AREA_PARIS;파리 ;;;;;;;;;;X
AREA_PAS_DE_CALAIS;파 드 칼레 ;;;;;;;;;;X
AREA_PENNSYLVANIA;펜실베니아 ;;;;;;;;;;X
AREA_PENZA;펜자 ;;;;;;;;;;X
AREA_PERM;페름 ;;;;;;;;;;X
AREA_PERSIAN_GULF_COAST;페르시아만 해안 ;;;;;;;;;;X
AREA_PERTH;퍼스 ;;;;;;;;;;X
AREA_PETROZAVODSK;페트로자보츠크 ;;;;;;;;;;X
AREA_PHOENIX;피닉스 ;;;;;;;;;;X
AREA_POLOTSK;비아위스토크 ;;;;;;;;;;X
AREA_POLTAVA;폴타바 ;;;;;;;;;;X
AREA_POLYNESIA;폴리네시아 ;;;;;;;;;;X
AREA_PORT_MORESBY;파푸아 ;;;;;;;;;;X
AREA_PORTUGAL;포르투갈 ;;;;;;;;;;X
AREA_POZNAN;포즈나인 ;;;;;;;;;;X
AREA_PRIMORSKI;연해주 ;;;;;;;;;;X
AREA_PSKOV;프스코프 ;;;;;;;;;;X
AREA_PYONGYANG;북한 ;;;;;;;;;;X
AREA_PYRENEES_LANGUEDOC;피레네-랑크도크 ;;;;;;;;;;X
AREA_QATTARA;카타라 ;;;;;;;;;;X
AREA_QINGHAI;칭하이 ;;;;;;;;;;X
AREA_QUEBEC;퀘벡 ;;;;;;;;;;X
AREA_QUITO;키토 ;;;;;;;;;;X
AREA_RABAUL;뉴브리튼 ;;;;;;;;;;X
AREA_RAJASTAN;라자스탄 ;;;;;;;;;;X
AREA_RED_SEA_COAST;홍해 해안 ;;;;;;;;;;X
AREA_REHE;러허 ;;;;;;;;;;X
AREA_RESERVOIRE_RYBINSK;레제르봐르-리빈스크 ;;;;;;;;;;X
AREA_RHINELAND;라인란트 ;;;;;;;;;;X
AREA_RIO_DE_JANEIRO;리우 데 자네이루 ;;;;;;;;;;X
AREA_RIO_DE_ORO;리오 데 오로 ;;;;;;;;;;X
AREA_ROGACHEV;고멜 ;;;;;;;;;;X
AREA_ROSTOV;로스토프 ;;;;;;;;;;X
AREA_RYAZAN;랴잔 ;;;;;;;;;;X
AREA_RYUKYULAND;류큐 제도 ;;;;;;;;;;X
AREA_SACHSEN;작센 ;;;;;;;;;;X
AREA_SAKHALIN_KURILES;사할린-쿠릴 ;;;;;;;;;;X
AREA_SAMOA;사모아 ;;;;;;;;;;X
AREA_SAO_PAULO;상 파울로 ;;;;;;;;;;X
AREA_SARANSK;사란스크 ;;;;;;;;;;X
AREA_SARMI;사르미 ;;;;;;;;;;X
AREA_SASKATCHEWAN;서스캐처원 ;;;;;;;;;;X
AREA_SENEGAMBIA;세네감비아 ;;;;;;;;;;X
AREA_SENJAVIN;센자빈 ;;;;;;;;;;X
AREA_SEOUL;남한 ;;;;;;;;;;X
AREA_SHAANXI;산시(섬서) ;;;;;;;;;;X
AREA_SHABA;샤바 ;;;;;;;;;;X
AREA_SHANDONG;산동 ;;;;;;;;;;X
AREA_SHANXI;산시(산서) ;;;;;;;;;;X
AREA_SIAM;시암 ;;;;;;;;;;X
AREA_SICHUAN;쓰촨 ;;;;;;;;;;X
AREA_SICILIAN_GAP;시칠리아 ;;;;;;;;;;X
AREA_SIDI_BARRANI;시디 바라니 ;;;;;;;;;;X
AREA_SILESIA;슐레지엔 ;;;;;;;;;;X
AREA_SIRTE;시르트 ;;;;;;;;;;X
AREA_SLAVE_COAST;노예해안 ;;;;;;;;;;X
AREA_SLOVAKIA;슬로바키아 ;;;;;;;;;;X
AREA_SMOLENSK;스몰렌스크 ;;;;;;;;;;X
AREA_SOMALIA;소말리아 ;;;;;;;;;;X
AREA_SOMALILAND;소말릴란드 ;;;;;;;;;;X
AREA_SOUTH_BORNEO;남 보르네오 ;;;;;;;;;;X
AREA_SOUTH_CAROLINA;사우스 캐롤라이나 ;;;;;;;;;;X
AREA_SOUTH_DAKOTA;사우스 다코다 ;;;;;;;;;;X
AREA_SOUTH_ETHIOPIA;남 에디오피아 ;;;;;;;;;;X
AREA_SOUTH_FINLAND;남 핀란드 ;;;;;;;;;;X
AREA_SOUTH_GILBERTS;엘리스 제도 ;;;;;;;;;;X
AREA_SOUTH_ITALY;남 이탈리아 ;;;;;;;;;;X
AREA_SOUTH_KRASNOYARSK;남 크라스노야르스크 ;;;;;;;;;;X
AREA_SOUTH_NEW_HEBRIDES;남 뉴헤브리디스 제도 ;;;;;;;;;;X
AREA_SOUTH_NIGERIA;남 나이지리아 ;;;;;;;;;;X
AREA_SOUTH_PERSIA;남 페르시아 ;;;;;;;;;;X
AREA_SOUTH_RHODESIA;남 로디지아 ;;;;;;;;;;X
AREA_SOUTH_ROMANIA;남 루마니아 ;;;;;;;;;;X
AREA_SOUTH_SCOTLAND;남 스코틀랜드 ;;;;;;;;;;X
AREA_SOUTHCENTRAL_NORWAY;남중 노르웨이 ;;;;;;;;;;X
AREA_SOUTHERN_NORWAY;남부 노르웨이 ;;;;;;;;;;X
AREA_ST.HELENA;세인트헬레나 ;;;;;;;;;;X
AREA_STALINGRAD;볼고그라드 ;;;;;;;;;;X
AREA_SUEZ_CHANNEL_AREA;수에즈운하 영역 ;;;;;;;;;;X
AREA_SUIYUAN_NINGXIA;쑤이위안-닝샤 ;;;;;;;;;;X
AREA_SUMATRA;수마트라 ;;;;;;;;;;X
AREA_SUNDA_ISLANDS;순다 제도 ;;;;;;;;;;X
AREA_SVERDLOVSK;스베르들로프스크 ;;;;;;;;;;X
AREA_SWITZERLAND;스위스 ;;;;;;;;;;X
AREA_SYDNEY;시드니 ;;;;;;;;;;X
AREA_SYZRAN;시즈란 ;;;;;;;;;;X
AREA_TADZJIKISTAN;타지키스탄 ;;;;;;;;;;X
AREA_TAIWAN;타이완 ;;;;;;;;;;X
AREA_TAJMYR_EVENK;타이미르-에벤크 ;;;;;;;;;;X
AREA_TAMBOV;탐보프 ;;;;;;;;;;X
AREA_TANGANYIKA;탕가니카 ;;;;;;;;;;X
AREA_TENNESSEE;테네시 ;;;;;;;;;;X
AREA_TEXAS;텍사스 ;;;;;;;;;;X
AREA_THE_AZORES;아조레스 제도 ;;;;;;;;;;X
AREA_THE_FALKLANDS;포클랜드 제도 ;;;;;;;;;;X
AREA_THRACE;트라케 ;;;;;;;;;;X
AREA_TIBET;티베트 ;;;;;;;;;;X
AREA_TIERRA_DEL_FUEGO;티에라 델 푸에고 ;;;;;;;;;;X
AREA_TOBRUK;토브루크 ;;;;;;;;;;X
AREA_TOHOKU;도호쿠 ;;;;;;;;;;X
AREA_TOMSK;톰스크 ;;;;;;;;;;X
AREA_TRANSJORDAN;트랜스요르단 ;;;;;;;;;;X
AREA_TRANSNISTRIA;지토미르 ;;;;;;;;;;X
AREA_TRANSVAAL_NATAL;트랜스발-나탈 ;;;;;;;;;;X
AREA_TRANSYLVANIA;트란실바니아 ;;;;;;;;;;X
AREA_TRIPOLI;트리폴리 ;;;;;;;;;;X
AREA_TUNIS;튀니스 ;;;;;;;;;;X
AREA_TURKESTAN;투르케스탄 ;;;;;;;;;;X
AREA_TURKMENISTAN;투르크메니스탄 ;;;;;;;;;;X
AREA_TYUMEN;튜멘 ;;;;;;;;;;X
AREA_UFA;우파 ;;;;;;;;;;X
AREA_UGANDA;우간다 ;;;;;;;;;;X
AREA_UPPER_ARGENTINE;북 아르헨티나 ;;;;;;;;;;X
AREA_UPPER_NILE_VALLEY;나일강 상류 ;;;;;;;;;;X
AREA_UTAH;유타 ;;;;;;;;;;X
AREA_UZBEKISTAN;우즈베키스탄 ;;;;;;;;;;X
AREA_VAESTRA_SVEALAND;베스트라 스베알란드 ;;;;;;;;;;X
AREA_VELIKIYE_LUKI;트베리 ;;;;;;;;;;X
AREA_VERA_CRUZ;베라 크루스 ;;;;;;;;;;X
AREA_VERMONT;버몬트 ;;;;;;;;;;X
AREA_VIRGINIA;버지니아 ;;;;;;;;;;X
AREA_VLADIMIR;블라디미르 ;;;;;;;;;;X
AREA_VOLTA;볼타 ;;;;;;;;;;X
AREA_VORKUTA;보르쿠타 ;;;;;;;;;;X
AREA_WALLONIA;왈로니아 ;;;;;;;;;;X
AREA_WARSAW;바르샤바 ;;;;;;;;;;X
AREA_WASHINGTON;워싱턴 ;;;;;;;;;;X
AREA_WEST_ALEUTIANS;서 알류샨 ;;;;;;;;;;X
AREA_WEST_ANDALUCIA;서 안달루시아 ;;;;;;;;;;X
AREA_WEST_ATLAS;서 아틀라스 ;;;;;;;;;;X
